id,mon,s,t
13522,"0,3,146,1,324,1",22,221
13523,"8,4,9,1,324,1",21,221
13524,"0,1,1559,1",21,221
13525,"1576,1",20,221
13526,"13,1,67,1,373,1",20,221
13527,"8,3,29,1,324,1",20,221
13528,"0,2,1548,1",20,221
13529,"0,7,1455,1",20,221
13530,"1579,1",19,221
13531,"1578,1",19,221
13532,"1577,1",19,221
13533,"16,1,64,1,324,1",19,221
13534,"9,1,75,1,373,1",19,221
13535,"8,2,9,1,23,1,324,1",19,221
13536,"1,1,1548,1",19,221
13537,"0,1,1560,1",19,221
13538,"0,3,1523,1",19,221
13539,"1580,1",18,221
13540,"17,1,64,1,324,1",18,221
13541,"8,1,9,1,51,1,324,1",18,221
13542,"2,1,1509,1",18,221
13543,"0,1,149,1,324,1",18,221
13544,"0,1,7,1,1267,1",18,221
13545,"154,1,324,1",17,221
13546,"9,1,13,3,324,1",17,221
13547,"3,1,1435,1",17,221
13548,"0,1,1562,1",17,221
13549,"1581,1",16,221
13550,"7,1,1295,1",16,221
13551,"0,1,7,1,1270,1",16,221
13552,"0,3,1527,1",16,221
13553,"8,1,101,1,324,1",15,221
13554,"7,1,1297,1",15,221
13555,"7,1,1296,1",15,221
13556,"3,1,1436,1",15,221
13557,"13,1,80,1,324,1",14,221
13558,"0,1,1564,1",14,221
13559,"0,1,7,1,1273,1",14,221
13560,"155,1,324,1",13,221
13561,"4,1,1380,1",13,221
13562,"1582,1",12,221
13563,"0,1,7,1,1280,1",12,221
13564,"0,3,1531,1",12,221
13565,"1583,1",11,221
13566,"1,1,1549,1",11,221
13567,"1,1,13,1,76,1,324,1",11,221
13568,"0,1,7,1,1281,1",11,221
13569,"1584,1",10,221
13570,"2,1,7,1,95,1,324,1",10,221
13571,"0,1,7,1,1284,1",10,221
13572,"0,1,7,1,1286,1",9,221
13573,"0,1,2,1,1498,1",9,221
13574,"0,5,143,1,324,1",9,221
13575,"1,1,148,1,324,1",8,221
13576,"0,1,1565,1",8,221
13577,"0,222",222,222
13578,"0,2,1550,1",75,222
13579,"1585,1",72,222
13580,"1586,1",71,222
13581,"8,2,951,1",68,222
13582,"8,1,16,1,804,1",67,222
13583,"8,1,17,1,804,1",66,222
13584,"8,1,1254,1",65,222
13585,"8,4,553,1",64,222
13586,"0,10,1396,1",64,222
13587,"8,4,554,1",63,222
13588,"0,10,1397,1",63,222
13589,"1587,1",62,222
13590,"8,2,16,1,17,1,296,1",62,222
13591,"1588,1",61,222
13592,"8,3,736,1",61,222
13593,"8,6,236,1",60,222
13594,"8,5,16,1,183,1",59,222
13595,"0,4,17,1,969,1",59,222
13596,"8,2,952,1",58,222
13597,"8,5,17,1,183,1",58,222
13598,"0,3,17,2,636,1",58,222
13599,"8,2,953,1",57,222
13600,"8,5,354,1",57,222
13601,"0,7,1471,1",57,222
13602,"8,1,17,1,806,1",56,222
13603,"8,8,110,1",56,222
13604,"0,5,1499,1",56,222
13605,"17,2,663,1",55,222
13606,"8,8,111,1",55,222
13607,"8,4,555,1",54,222
13608,"8,6,16,1,17,1,50,1",54,222
13609,"8,4,556,1",53,222
13610,"8,7,161,1",53,222
13611,"64,1,635,1",52,222
13612,"8,3,17,1,433,1",52,222
13613,"8,10,31,1",52,222
13614,"64,1,636,1",51,222
13615,"8,2,17,2,298,1",51,222
13616,"8,9,16,1,17,1",51,222
13617,"0,1,16,1,1033,1",51,222
13618,"138,1,403,1",50,222
13619,"8,6,237,1",50,222
13620,"8,9,17,2",50,222
13621,"0,1,17,1,1033,1",50,222
13622,"1591,1",49,222
13623,"1590,1",49,222
13624,"1589,1",49,222
13625,"8,6,238,1",49,222
13626,"8,9,60,1",49,222
13627,"8,1,16,1,64,1,224,1",48,222
13628,"8,5,17,1,185,1",48,222
13629,"8,11,13,1",48,222
13630,"0,1,1566,1",48,222
13631,"8,1,16,1,64,1,225,1",47,222
13632,"8,4,17,2,147,1",47,222
13633,"8,10,32,1",47,222
13634,"0,1,8,3,725,1",47,222
13635,"8,2,954,1",46,222
13636,"8,8,112,1",46,222
13637,"8,9,13,1,23,1",46,222
13638,"0,1,8,1,16,1,17,1,491,1",46,222
13639,"8,2,955,1",45,222
13640,"8,8,113,1",45,222
13641,"8,8,13,1,51,1",45,222
13642,"5,1,149,1,244,1",45,222
13643,"8,4,64,1,137,1",44,222
13644,"8,7,162,1",44,222
13645,"8,7,13,4",44,222
13646,"8,4,64,1,138,1",43,222
13647,"8,6,23,1,113,1",43,222
13648,"8,6,13,3,32,1",43,222
13649,"8,4,557,1",42,222
13650,"8,5,13,4,23,1",42,222
13651,"8,7,9,1,101,1",42,222
13652,"1,1,5,1,64,1,491,1",42,222
13653,"8,4,559,1",41,222
13654,"8,4,13,4,51,1",41,222
13655,"8,6,9,1,13,1,80,1",41,222
13656,"0,1,64,1,623,1",41,222
13657,"64,1,637,1",40,222
13658,"8,3,13,7",40,222
13659,"8,5,16,1,187,1",40,222
13660,"8,5,9,1,23,1,101,1",40,222
13661,"0,1,113,1,491,1",40,222
13662,"0,4,64,2,149,1",40,222
13663,"138,1,404,1",39,222
13664,"8,2,13,6,32,1",39,222
13665,"8,4,9,1,13,1,23,1,80,1",39,222
13666,"8,5,16,1,188,1",39,222
13667,"0,3,1536,1",39,222
13668,"0,4,64,1,598,1",39,222
13669,"8,1,64,2,112,1",38,222
13670,"8,1,13,7,23,1",38,222
13671,"8,3,9,1,13,3,101,1",38,222
13672,"8,5,17,1,188,1",38,222
13673,"1,2,64,2,149,1",38,222
13674,"0,5,17,1,963,1",38,222
13675,"13,7,51,1",37,222
13676,"8,1,64,2,113,1",37,222
13677,"8,2,9,1,13,4,80,1",37,222
13678,"8,4,17,1,267,1",37,222
13679,"0,1,8,2,64,1,278,1",37,222
13680,"0,4,64,1,601,1",37,222
13681,"0,4,17,1,974,1",37,222
13682,"1592,1",36,222
13683,"13,7,52,1",36,222
13684,"8,1,9,1,13,3,23,1,101,1",36,222
13685,"8,2,956,1",36,222
13686,"8,5,13,1,212,1",36,222
13687,"0,1,8,2,940,1",36,222
13688,"0,5,64,1,586,1",36,222
13689,"9,1,13,4,23,1,80,1",35,222
13690,"8,2,957,1",35,222
13691,"8,4,13,2,188,1",35,222
13692,"0,1,8,1,113,1,292,1",35,222
13693,"0,6,1483,1",35,222
13694,"1593,1",34,222
13695,"8,3,64,1,201,1",34,222
13696,"8,3,13,2,267,1",34,222
13697,"1594,1",33,222
13698,"8,2,13,2,23,1,188,1",33,222
13699,"8,3,72,1,188,1",33,222
13700,"1595,1",32,222
13701,"13,4,303,1",32,222
13702,"8,1,13,4,212,1",32,222
13703,"8,3,738,1",32,222
13704,"13,5,188,1",31,222
13705,"9,1,13,3,328,1",31,222
13706,"8,2,9,1,705,1",31,222
13707,"1,2,145,1,324,1",31,222
13708,"0,1,64,1,627,1",31,222
13709,"13,5,189,1",30,222
13710,"8,1,9,1,13,1,640,1",30,222
13711,"0,1,188,1,260,1",30,222
13712,"0,1,152,1,324,1",30,222
13713,"0,2,1554,1",30,222
13714,"1596,1",29,222
13715,"64,1,638,1",29,222
13716,"9,1,13,1,80,1,212,1",29,222
13717,"1,1,1554,1",29,222
13718,"0,1,153,1,324,1",29,222
13719,"0,3,1539,1",29,222
13720,"1597,1",28,222
13721,"13,5,190,1",28,222
13722,"8,1,187,2",28,222
13723,"2,2,1442,1",28,222
13724,"0,1,1571,1",28,222
13725,"9,1,13,3,331,1",27,222
13726,"8,1,187,1,188,1",27,222
13727,"3,1,1442,1",27,222
13728,"0,1,1572,1",27,222
13729,"1598,1",26,222
13730,"23,1,959,1",26,222
13731,"8,1,188,2",26,222
13732,"1,1,1556,1",26,222
13733,"1,1,1555,1",26,222
13734,"0,7,137,1,324,1",26,222
13735,"24,1,959,1",25,222
13736,"13,1,1148,1",25,222
13737,"3,1,1443,1",25,222
13738,"1,2,1519,1",25,222
13739,"0,1,1573,1",25,222
13740,"0,7,138,1,324,1",25,222
13741,"25,1,959,1",24,222
13742,"13,1,1150,1",24,222
13743,"3,1,1444,1",24,222
13744,"1,1,1557,1",24,222
13745,"67,1,629,1",23,222
13746,"13,1,1153,1",23,222
13747,"0,1,1575,1",23,222
13748,"1599,1",22,222
13749,"67,1,630,1",22,222
13750,"13,1,1154,1",22,222
13751,"1,1,1558,1",22,222
13752,"13,1,1156,1",21,222
13753,"0,1,1576,1",21,222
13754,"0,8,1455,1",21,222
13755,"0,1,1577,1",20,222
13756,"0,1,16,1,64,1,324,1",20,222
13757,"0,4,1523,1",20,222
13758,"1600,1",19,222
13759,"0,1,17,1,64,1,324,1",19,222
13760,"0,2,149,1,324,1",19,222
13761,"0,2,7,1,1267,1",19,222
13762,"1,1,1561,1",18,222
13763,"1,1,149,1,324,1",18,222
13764,"1,1,7,2,988,1",18,222
13765,"0,1,154,1,324,1",18,222
13766,"0,2,1562,1",18,222
13767,"1,1,7,1,1268,1",17,222
13768,"0,1,1581,1",17,222
13769,"0,1,7,1,1295,1",17,222
13770,"0,2,7,1,1270,1",17,222
13771,"0,4,1527,1",17,222
13772,"1,2,1525,1",16,222
13773,"0,1,8,1,101,1,324,1",16,222
13774,"0,1,7,1,1297,1",16,222
13775,"0,1,7,1,1296,1",16,222
13776,"156,1,324,1",15,222
13777,"0,1,13,1,80,1,324,1",15,222
13778,"0,2,1564,1",15,222
13779,"0,2,7,1,1273,1",15,222
13780,"1601,1",14,222
13781,"1,1,7,1,1273,1",14,222
13782,"0,1,155,1,324,1",14,222
13783,"1602,1",13,222
13784,"13,1,83,1,324,1",13,222
13785,"0,4,1531,1",13,222
13786,"1603,1",12,222
13787,"9,1,95,1,324,1",12,222
13788,"0,1,1583,1",12,222
13789,"0,2,7,1,1281,1",12,222
13790,"157,1,324,1",11,222
13791,"1,1,7,1,1281,1",11,222
13792,"0,2,7,1,1284,1",11,222
13793,"0,2,7,1,1286,1",10,222
13794,"0,2,1565,1",9,222
13795,"158,1,324,1",8,222
13796,"0,223",223,223
13797,"0,1,1585,1",73,223
13798,"0,1,1586,1",72,223
13799,"0,1,8,2,951,1",69,223
13800,"0,1,8,1,16,1,804,1",68,223
13801,"0,11,1396,1",65,223
13802,"1,1,5,1,1312,1",64,223
13803,"0,11,1397,1",64,223
13804,"0,1,1587,1",63,223
13805,"0,1,1588,1",62,223
13806,"0,5,17,1,969,1",60,223
13807,"0,1,8,2,952,1",59,223
13808,"0,4,17,2,636,1",59,223
13809,"0,1,8,2,953,1",58,223
13810,"0,8,1471,1",58,223
13811,"0,1,8,1,17,1,806,1",57,223
13812,"0,6,1499,1",57,223
13813,"0,1,64,1,635,1",53,223
13814,"0,1,64,1,636,1",52,223
13815,"0,2,16,1,1033,1",52,223
13816,"0,1,138,1,403,1",51,223
13817,"0,2,17,1,1033,1",51,223
13818,"0,1,1591,1",50,223
13819,"0,1,1589,1",50,223
13820,"0,2,1566,1",49,223
13821,"1,1,1566,1",48,223
13822,"0,2,8,3,725,1",48,223
13823,"0,2,8,1,16,1,17,1,491,1",47,223
13824,"149,1,343,1",44,223
13825,"1604,1",43,223
13826,"8,1,1287,1",42,223
13827,"0,2,64,1,623,1",42,223
13828,"8,1,1288,1",41,223
13829,"0,1,64,1,637,1",41,223
13830,"0,2,113,1,491,1",41,223
13831,"0,5,64,2,149,1",41,223
13832,"8,2,149,1,160,1",40,223
13833,"0,5,64,1,598,1",40,223
13834,"8,2,962,1",39,223
13835,"8,3,753,1",38,223
13836,"0,5,64,1,601,1",38,223
13837,"0,5,17,1,974,1",38,223
13838,"8,2,9,1,715,1",37,223
13839,"0,1,1592,1",37,223
13840,"0,2,8,2,940,1",37,223
13841,"0,6,64,1,586,1",37,223
13842,"1605,1",36,223
13843,"8,1,9,1,13,1,642,1",36,223
13844,"193,1,260,1",35,223
13845,"9,1,13,1,864,1",35,223
13846,"64,1,642,1",34,223
13847,"8,2,963,1",34,223
13848,"1606,1",33,223
13849,"22,1,963,1",33,223
13850,"159,1,324,1",32,223
13851,"149,1,348,1",32,223
13852,"23,1,963,1",32,223
13853,"13,5,23,1,75,1",32,223
13854,"1,1,1568,1",32,223
13855,"0,2,64,1,627,1",32,223
13856,"1607,1",31,223
13857,"64,1,645,1",31,223
13858,"13,5,23,1,76,1",31,223
13859,"8,1,1290,1",31,223
13860,"1,1,64,1,627,1",31,223
13861,"0,2,188,1,260,1",31,223
13862,"0,2,152,1,324,1",31,223
13863,"8,1,166,1,209,1",30,223
13864,"0,1,1596,1",30,223
13865,"0,2,153,1,324,1",30,223
13866,"0,4,1539,1",30,223
13867,"8,1,167,1,209,1",29,223
13868,"0,1,1597,1",29,223
13869,"0,2,1571,1",29,223
13870,"13,1,1170,1",28,223
13871,"1,2,1539,1",28,223
13872,"0,1,3,1,1442,1",28,223
13873,"0,2,1572,1",28,223
13874,"13,2,822,1",27,223
13875,"2,1,1539,1",27,223
13876,"1,1,1572,1",27,223
13877,"0,1,1598,1",27,223
13878,"0,8,137,1,324,1",27,223
13879,"1608,1",26,223
13880,"13,2,75,1,212,1",26,223
13881,"0,2,1573,1",26,223
13882,"0,8,138,1,324,1",26,223
13883,"13,2,76,1,212,1",25,223
13884,"0,1,3,1,1444,1",25,223
13885,"13,3,569,1",24,223
13886,"1,1,1574,1",24,223
13887,"0,1,67,1,629,1",24,223
13888,"13,2,75,1,213,1",23,223
13889,"13,3,570,1",23,223
13890,"0,1,67,1,630,1",23,223
13891,"209,1,250,1",22,223
13892,"9,1,13,1,867,1",22,223
13893,"0,9,1455,1",22,223
13894,"1611,1",21,223
13895,"1610,1",21,223
13896,"1609,1",21,223
13897,"0,2,16,1,64,1,324,1",21,223
13898,"0,5,1523,1",21,223
13899,"1612,1",20,223
13900,"1,1,1577,1",20,223
13901,"1,2,1548,1",20,223
13902,"0,1,1600,1",20,223
13903,"0,2,17,1,64,1,324,1",20,223
13904,"0,3,149,1,324,1",20,223
13905,"0,3,7,1,1267,1",20,223
13906,"1614,1",19,223
13907,"1613,1",19,223
13908,"2,1,1548,1",19,223
13909,"0,2,154,1,324,1",19,223
13910,"0,3,1562,1",19,223
13911,"1616,1",18,223
13912,"1615,1",18,223
13913,"0,2,7,1,1295,1",18,223
13914,"1617,1",17,223
13915,"160,1,324,1",17,223
13916,"0,2,7,1,1296,1",17,223
13917,"1,1,7,1,1297,1",16,223
13918,"0,2,13,1,80,1,324,1",16,223
13919,"3,2,1330,1",15,223
13920,"0,1,1601,1",15,223
13921,"3,2,1332,1",14,223
13922,"1,1,4,1,1380,1",14,223
13923,"0,1,1602,1",14,223
13924,"0,5,1531,1",14,223
13925,"1,1,1582,1",13,223
13926,"0,1,1603,1",13,223
13927,"0,3,7,1,1281,1",13,223
13928,"1,1,1583,1",12,223
13929,"1,1,1584,1",11,223
13930,"0,224",224,224
13931,"0,2,1585,1",74,224
13932,"1,1,1585,1",73,224
13933,"0,2,1586,1",73,224
13934,"0,2,8,2,951,1",70,224
13935,"0,2,8,1,16,1,804,1",69,224
13936,"0,12,1396,1",66,224
13937,"0,12,1397,1",65,224
13938,"0,2,1587,1",64,224
13939,"0,2,1588,1",63,224
13940,"0,5,17,2,636,1",60,224
13941,"0,2,8,2,953,1",59,224
13942,"1618,1",57,224
13943,"8,2,969,1",56,224
13944,"16,1,17,1,685,1",55,224
13945,"8,1,31,1,686,1",54,224
13946,"0,2,64,1,635,1",54,224
13947,"8,2,970,1",53,224
13948,"1,1,64,1,635,1",53,224
13949,"0,2,64,1,636,1",53,224
13950,"8,3,16,1,452,1",52,224
13951,"0,3,17,1,1033,1",52,224
13952,"8,3,17,1,452,1",51,224
13953,"0,2,1591,1",51,224
13954,"0,2,1589,1",51,224
13955,"8,1,1301,1",50,224
13956,"8,3,49,1,245,1",50,224
13957,"1,1,1589,1",50,224
13958,"0,3,1566,1",50,224
13959,"17,1,1076,1",49,224
13960,"8,4,572,1",49,224
13961,"1619,1",48,224
13962,"8,6,244,1",48,224
13963,"1620,1",47,224
13964,"8,4,16,1,17,1,149,1",47,224
13965,"8,1,64,1,488,1",46,224
13966,"8,3,759,1",46,224
13967,"8,6,245,1",46,224
13968,"1,1,5,1,149,1,244,1",46,224
13969,"8,1,138,1,257,1",45,224
13970,"8,2,17,1,623,1",45,224
13971,"8,6,247,1",45,224
13972,"8,1,17,2,516,1",44,224
13973,"8,2,971,1",44,224
13974,"8,7,166,1",44,224
13975,"8,1,42,1,623,1",43,224
13976,"8,2,972,1",43,224
13977,"8,7,167,1",43,224
13978,"0,3,64,1,623,1",43,224
13979,"8,3,64,1,206,1",42,224
13980,"8,5,380,1",42,224
13981,"8,6,248,1",42,224
13982,"0,6,64,2,149,1",42,224
13983,"8,3,113,1,149,1",41,224
13984,"8,4,17,1,278,1",41,224
13985,"8,5,13,1,219,1",41,224
13986,"0,6,64,1,598,1",41,224
13987,"8,1,64,1,491,1",40,224
13988,"8,3,17,1,454,1",40,224
13989,"8,4,573,1",40,224
13990,"8,4,13,2,194,1",40,224
13991,"8,1,138,1,260,1",39,224
13992,"8,3,42,1,278,1",39,224
13993,"8,3,13,3,167,1",39,224
13994,"8,4,574,1",39,224
13995,"0,6,64,1,601,1",39,224
13996,"8,2,13,3,248,1",38,224
13997,"8,4,9,1,346,1",38,224
13998,"8,5,382,1",38,224
13999,"0,2,1592,1",38,224
14000,"64,1,653,1",37,224
14001,"8,1,13,4,219,1",37,224
14002,"8,3,9,1,13,1,292,1",37,224
14003,"8,5,383,1",37,224
14004,"0,1,1605,1",37,224
14005,"16,1,64,1,347,1",36,224
14006,"13,5,194,1",36,224
14007,"8,2,16,1,627,1",36,224
14008,"8,2,9,1,23,1,346,1",36,224
14009,"8,6,250,1",36,224
14010,"16,1,138,1,209,1",35,224
14011,"13,4,23,1,150,1",35,224
14012,"8,1,9,1,13,1,23,1,292,1",35,224
14013,"8,2,17,1,627,1",35,224
14014,"8,5,384,1",35,224
14015,"0,1,64,1,642,1",35,224
14016,"9,1,13,3,346,1",34,224
14017,"8,1,64,1,492,1",34,224
14018,"8,2,974,1",34,224
14019,"8,4,9,1,13,1,209,1",34,224
14020,"0,1,1606,1",34,224
14021,"8,1,42,1,627,1",33,224
14022,"8,2,64,1,293,1",33,224
14023,"8,3,9,1,13,1,294,1",33,224
14024,"0,3,64,1,627,1",33,224
14025,"8,2,13,1,690,1",32,224
14026,"8,2,9,1,13,2,261,1",32,224
14027,"8,3,64,1,209,1",32,224
14028,"0,1,1607,1",32,224
14029,"0,1,64,1,645,1",32,224
14030,"0,3,188,1,260,1",32,224
14031,"13,2,832,1",31,224
14032,"8,1,13,1,901,1",31,224
14033,"8,1,9,1,13,2,423,1",31,224
14034,"8,3,760,1",31,224
14035,"0,2,1596,1",31,224
14036,"0,5,1539,1",31,224
14037,"1621,1",30,224
14038,"64,1,655,1",30,224
14039,"13,1,23,1,690,1",30,224
14040,"9,1,13,1,876,1",30,224
14041,"9,1,13,4,209,1",30,224
14042,"8,3,761,1",30,224
14043,"1,1,64,1,638,1",30,224
14044,"0,2,1597,1",30,224
14045,"0,3,1571,1",30,224
14046,"188,1,278,1",29,224
14047,"13,2,833,1",29,224
14048,"8,2,13,1,692,1",29,224
14049,"3,1,1484,1",29,224
14050,"2,1,1554,1",29,224
14051,"0,2,3,1,1442,1",29,224
14052,"0,3,1572,1",29,224
14053,"1622,1",28,224
14054,"8,1,111,1,324,1",28,224
14055,"8,1,13,1,101,1,209,1",28,224
14056,"1,1,3,1,1442,1",28,224
14057,"0,2,1598,1",28,224
14058,"1623,1",27,224
14059,"43,1,832,1",27,224
14060,"13,1,23,1,691,1",27,224
14061,"13,2,80,1,209,1",27,224
14062,"0,1,1608,1",27,224
14063,"0,3,1573,1",27,224
14064,"187,1,279,1",26,224
14065,"161,1,324,1",26,224
14066,"68,1,646,1",26,224
14067,"9,1,13,1,880,1",26,224
14068,"1,1,3,1,1443,1",26,224
14069,"187,1,280,1",25,224
14070,"3,1,1487,1",25,224
14071,"0,2,67,1,629,1",25,224
14072,"188,1,280,1",24,224
14073,"8,2,16,1,17,1,324,1",24,224
14074,"3,1,1489,1",24,224
14075,"1624,1",23,224
14076,"67,1,648,1",23,224
14077,"8,2,17,2,324,1",23,224
14078,"0,1,209,1,250,1",23,224
14079,"0,10,1455,1",23,224
14080,"1625,1",22,224
14081,"8,2,60,1,324,1",22,224
14082,"0,1,1610,1",22,224
14083,"0,1,1609,1",22,224
14084,"0,6,1523,1",22,224
14085,"1626,1",21,224
14086,"3,1,1491,1",21,224
14087,"2,1,1559,1",21,224
14088,"0,1,1612,1",21,224
14089,"0,2,1600,1",21,224
14090,"0,4,149,1,324,1",21,224
14091,"13,1,1186,1",20,224
14092,"8,3,32,1,324,1",20,224
14093,"1,1,1600,1",20,224
14094,"0,1,1613,1",20,224
14095,"0,3,154,1,324,1",20,224
14096,"0,4,1562,1",20,224
14097,"1627,1",19,224
14098,"43,1,841,1",19,224
14099,"25,1,988,1",19,224
14100,"13,1,75,1,373,1",19,224
14101,"8,1,112,1,324,1",19,224
14102,"8,2,13,1,23,1,324,1",19,224
14103,"1,2,149,1,324,1",19,224
14104,"0,1,1615,1",19,224
14105,"1629,1",18,224
14106,"1628,1",18,224
14107,"13,1,75,1,376,1",18,224
14108,"8,1,113,1,324,1",18,224
14109,"8,1,13,1,51,1,324,1",18,224
14110,"0,1,1617,1",18,224
14111,"0,1,160,1,324,1",18,224
14112,"162,1,324,1",17,224
14113,"2,1,13,1,1118,1",17,224
14114,"1630,1",16,224
14115,"13,1,23,1,24,1,324,1",16,224
14116,"2,1,13,1,1120,1",16,224
14117,"1,1,156,1,324,1",16,224
14118,"0,2,1601,1",16,224
14119,"9,1,101,1,324,1",15,224
14120,"7,1,1340,1",15,224
14121,"7,2,1057,1",15,224
14122,"2,1,1563,1",15,224
14123,"2,1,150,1,324,1",15,224
14124,"1,1,1601,1",15,224
14125,"0,2,1602,1",15,224
14126,"2,1,1564,1",14,224
14127,"2,1,151,1,324,1",14,224
14128,"2,1,7,1,1273,1",14,224
14129,"1,1,1602,1",14,224
14130,"0,2,1603,1",14,224
14131,"7,1,1343,1",13,224
14132,"7,1,1342,1",13,224
14133,"3,2,1345,1",13,224
14134,"1,1,1603,1",13,224
14135,"1631,1",12,224
14136,"7,1,1346,1",12,224
14137,"7,1,1345,1",12,224
14138,"1,1,157,1,324,1",12,224
14139,"1632,1",11,224
14140,"163,1,323,1",11,224
14141,"1633,1",10,224
14142,"7,2,67,1,324,1",10,224
14143,"7,1,1347,1",9,224
14144,"1,1,158,1,324,1",9,224
14145,"7,1,1348,1",8,224
14146,"1634,1",7,224
14147,"1635,1",6,224
14148,"18,1,1058,1",5,224
14149,"0,225",225,225
14150,"0,3,1586,1",74,225
14151,"1636,1",72,225
14152,"1637,1",71,225
14153,"8,2,995,1",68,225
14154,"8,2,996,1",67,225
14155,"0,13,1396,1",67,225
14156,"8,1,17,1,852,1",66,225
14157,"0,13,1397,1",66,225
14158,"8,1,1311,1",65,225
14159,"0,3,1587,1",65,225
14160,"8,4,578,1",64,225
14161,"8,4,579,1",63,225
14162,"8,1,1312,1",62,225
14163,"8,3,17,1,470,1",62,225
14164,"8,1,1313,1",61,225
14165,"8,3,777,1",61,225
14166,"8,6,252,1",60,225
14167,"8,6,253,1",59,225
14168,"8,2,16,1,635,1",58,225
14169,"8,5,17,1,200,1",58,225
14170,"8,2,16,1,636,1",57,225
14171,"8,5,401,1",57,225
14172,"8,2,17,1,636,1",56,225
14173,"8,8,116,1",56,225
14174,"8,1,42,1,635,1",55,225
14175,"8,8,117,1",55,225
14176,"0,3,64,1,635,1",55,225
14177,"8,5,402,1",54,225
14178,"8,7,17,1,78,1",54,225
14179,"0,3,64,1,636,1",54,225
14180,"8,5,403,1",53,225
14181,"8,7,171,1",53,225
14182,"0,4,17,1,1033,1",53,225
14183,"64,1,662,1",52,225
14184,"8,3,16,1,17,1,225,1",52,225
14185,"8,10,39,1",52,225
14186,"0,3,1591,1",52,225
14187,"0,3,1589,1",52,225
14188,"64,1,663,1",51,225
14189,"8,3,17,2,225,1",51,225
14190,"8,10,40,1",51,225
14191,"0,1,8,1,1301,1",51,225
14192,"0,4,1566,1",51,225
14193,"8,1,1314,1",50,225
14194,"8,6,16,1,137,1",50,225
14195,"8,9,17,1,20,1",50,225
14196,"0,1,17,1,1076,1",50,225
14197,"17,1,1093,1",49,225
14198,"8,6,16,1,138,1",49,225
14199,"8,9,63,1",49,225
14200,"0,1,1619,1",49,225
14201,"8,2,64,1,297,1",48,225
14202,"8,6,17,1,138,1",48,225
14203,"8,10,9,1,13,1",48,225
14204,"8,2,64,1,298,1",47,225
14205,"8,5,42,1,137,1",47,225
14206,"8,9,9,1,32,1",47,225
14207,"8,3,778,1",46,225
14208,"8,8,9,1,13,1,23,1",46,225
14209,"8,9,64,1",46,225
14210,"8,2,17,1,637,1",45,225
14211,"8,7,9,1,13,1,51,1",45,225
14212,"8,8,118,1",45,225
14213,"8,4,64,1,146,1",44,225
14214,"8,6,9,1,13,4",44,225
14215,"8,7,17,1,80,1",44,225
14216,"8,4,64,1,147,1",43,225
14217,"8,5,9,1,13,3,32,1",43,225
14218,"8,7,173,1",43,225
14219,"8,4,9,1,13,4,23,1",42,225
14220,"8,5,404,1",42,225
14221,"8,7,13,1,101,1",42,225
14222,"8,3,9,1,13,4,51,1",41,225
14223,"8,4,580,1",41,225
14224,"8,6,13,2,80,1",41,225
14225,"0,1,8,1,64,1,491,1",41,225
14226,"64,1,664,1",40,225
14227,"8,2,9,1,13,7",40,225
14228,"8,5,13,1,23,1,101,1",40,225
14229,"8,6,254,1",40,225
14230,"0,1,8,1,138,1,260,1",40,225
14231,"8,1,1316,1",39,225
14232,"8,1,9,1,13,6,32,1",39,225
14233,"8,4,13,2,23,1,80,1",39,225
14234,"8,6,255,1",39,225
14235,"5,1,149,1,260,1",39,225
14236,"9,1,13,7,23,1",38,225
14237,"8,2,64,3",38,225
14238,"8,3,13,4,101,1",38,225
14239,"8,5,20,1,188,1",38,225
14240,"8,2,64,1,299,1",37,225
14241,"8,2,13,5,80,1",37,225
14242,"8,4,20,1,267,1",37,225
14243,"0,1,8,2,16,1,627,1",37,225
14244,"8,1,1317,1",36,225
14245,"8,1,13,4,23,1,101,1",36,225
14246,"8,2,138,1,188,1",36,225
14247,"8,4,9,1,13,1,212,1",36,225
14248,"1,1,193,1,260,1",36,225
14249,"0,1,8,2,17,1,627,1",36,225
14250,"0,2,64,1,642,1",36,225
14251,"1638,1",35,225
14252,"13,5,23,1,80,1",35,225
14253,"8,3,779,1",35,225
14254,"8,3,9,1,13,2,188,1",35,225
14255,"1,1,64,1,642,1",35,225
14256,"0,2,1606,1",35,225
14257,"1639,1",34,225
14258,"8,2,9,1,13,2,267,1",34,225
14259,"8,3,64,1,212,1",34,225
14260,"0,4,64,1,627,1",34,225
14261,"8,1,9,1,13,2,23,1,188,1",33,225
14262,"8,3,79,1,188,1",33,225
14263,"1,1,159,1,324,1",33,225
14264,"0,2,1607,1",33,225
14265,"0,2,64,1,645,1",33,225
14266,"0,4,188,1,260,1",33,225
14267,"9,1,13,4,212,1",32,225
14268,"8,3,80,1,188,1",32,225
14269,"1,2,64,1,627,1",32,225
14270,"0,3,1596,1",32,225
14271,"0,6,1539,1",32,225
14272,"13,4,328,1",31,225
14273,"8,2,13,1,705,1",31,225
14274,"0,3,1597,1",31,225
14275,"0,4,1571,1",31,225
14276,"64,1,667,1",30,225
14277,"13,3,581,1",30,225
14278,"8,1,13,2,640,1",30,225
14279,"0,1,3,1,1484,1",30,225
14280,"0,1,2,1,1554,1",30,225
14281,"0,4,1572,1",30,225
14282,"1640,1",29,225
14283,"64,1,668,1",29,225
14284,"13,2,80,1,212,1",29,225
14285,"0,1,8,1,111,1,324,1",29,225
